,words,sentence #,tag
52512,SEAPORT/PORT,1412,Incoterms
52513,QASIM,1412,Incoterms
52514,PAKISTAN,1412,Incoterms
52515,QTY,1412,O
52516,<QUANTITY>,1412,Quantity
52517,KGS,1412,Quantity
52518,(120,1412,O
52519,CARTON,1412,O
52520,<QUANTITY>,1412,O
52521,KGS,1412,Quantity
52522,PER,1412,UnitPriceAmount
52523,CARTON),1412,O
52524,<QUANTITY>,1412,O
52525,LISOVIT,1412,GoodsDescription
52526,AT,1412,O
52527,USD,1412,UnitPriceAmount
52528,<UNITPRICEAMOUNT>,1412,UnitPriceAmount
52529,PER,1412,UnitPriceAmount
52530,KG,1412,Quantity
52531,PLUS,1412,O
52532,FREIGHT,1412,O
52533,CHARGES,1412,O
52534,USD,1412,UnitPriceAmount
52535,<INCOTERMS>,1412,O
52536,PER,1412,UnitPriceAmount
52537,BENEFICIARY'S,1412,O
52538,PROFORMA,1412,O
52539,INVOICE,1412,O
52540,NO.,1412,O
52541,OC110-013141,1412,O
52542,DATED,1412,O
52543,<INCOTERMS>,1412,O
52544,CPT,1413,Incoterms
52545,KARACHI,1413,Incoterms
52546,PORT,1413,Incoterms
52547,PAKISTAN,1413,Incoterms
52548,TOTAL,1413,O
52549,QTY,1413,O
52550,<QUANTITY>,1413,Quantity
52551,PCS,1413,Quantity
52552,RADIAL,1413,GoodsDescription
52553,FAN,1413,GoodsDescription
52554,BALANCED,1413,GoodsDescription
52555,D800-105,1413,O
52556,AT,1413,O
52557,USD,1413,UnitPriceAmount
52558,<UNITPRICEAMOUNT>,1413,O
52559,PER,1413,UnitPriceAmount
52560,PC,1413,Quantity
52561,AS,1413,O
52562,PER,1413,UnitPriceAmount
52563,BEENF'S,1413,O
52564,PROFORMA,1413,O
52565,INVOICE,1413,O
52566,NO.,1413,O
52567,INV4678-A,1413,O
52568,AND,1413,O
52569,D-97141,1413,O
52570,DATED,1413,O
52571,<INCOTERMS>,1413,O
52572,AND,1413,O
52573,APPLICANT'S,1413,O
52574,PURCHASE,1413,O
52575,ORDER,1413,O
52576,NO.,1413,O
52577,<QUANTITY>,1413,O
52578,DATED,1413,O
52579,13-01-2020.,1413,O
52580,CPT,1414,Incoterms
52581,KARACHI,1414,Incoterms
52582,AIRPORT,1414,Incoterms
52583,PAKISTAN,1414,Incoterms
52584,INFUSOMAT,1414,GoodsDescription
52585,AND,1414,GoodsDescription
52586,PERFUSOR,1414,GoodsDescription
52587,SPACE/,1414,O
52588,POLE,1414,GoodsDescription
52589,CLAMP,1414,GoodsDescription
52590,SP,1414,GoodsDescription
52591,/,1414,O
52592,POWER,1414,GoodsDescription
52593,SUPPLY,1414,GoodsDescription
52594,/,1414,O
52595,SPACE,1414,GoodsDescription
52596,STATION,1414,GoodsDescription
52597,/,1414,O
52598,SPACE,1414,GoodsDescription
52599,COVER,1414,GoodsDescription
52600,COMFORT,1414,GoodsDescription
52601,AS,1414,O
52602,PER,1414,GoodsDescription
52603,BENEFICIARY'S,1414,O
52604,PROFORMA,1414,O
52605,INVOICE,1414,O
52606,NO.,1414,O
52607,<QUANTITY>,1414,O
52608,DATED,1414,O
52609,<INCOTERMS>,1414,O
52610,CFR,1415,Incoterms
52611,KARACHI,1415,Incoterms
52612,SEAPORT,1415,Incoterms
52613,PAKISTAN,1415,Incoterms
52614,QTY,1415,O
52615,<UNITPRICEAMOUNT>,1415,Quantity
52616,M.TONS,1415,Quantity
52617,AZAL,1415,GoodsDescription
52618,<QUANTITY>,1415,GoodsDescription
52619,(STUFFED,1415,O
52620,IN,1415,O
52621,<QUANTITY>,1415,O
52622,FEET,1415,O
52623,CONTAINERS),1415,O
52624,AT,1415,O
52625,USD,1415,UnitPriceAmount
52626,<UNITPRICEAMOUNT>,1415,UnitPriceAmount
52627,PER,1415,UnitPriceAmount
52628,M.TON,1415,UnitPriceAmount
52629,AS,1415,O
52630,PER,1415,UnitPriceAmount
52631,BENEFICIARY'S,1415,O
52632,PROFORMA,1415,O
52633,INVOICE,1415,O
52634,NO.,1415,O
52635,SANG-200120-01,1415,O
52636,DATED,1415,O
52637,<INCOTERMS>,1415,O
52638,AND,1415,O
52639,APPLICANT'S,1415,O
52640,PURCHASE,1415,O
52641,ORDER,1415,O
52642,NO.,1415,O
52643,<QUANTITY>,1415,O
52644,DATED,1415,O
52645,<INCOTERMS>,1415,O
52646,CFR,1416,Incoterms
52647,KARACHI,1416,Incoterms
52648,SEAPORT,1416,Incoterms
52649,PAKISTAN,1416,Incoterms
52650,QTY,1416,O
52651,<QUANTITY>,1416,Quantity
52652,SET,1416,Quantity
52653,OF,1416,O
52654,MAXIPLUFIX,1416,GoodsDescription
52655,TEXTILE,1416,GoodsDescription
52656,DRYRE,1416,GoodsDescription
52657,AT,1416,O
52658,USD,1416,UnitPriceAmount
52659,<UNITPRICEAMOUNT>,1416,O
52660,PER,1416,UnitPriceAmount
52661,SET,1416,Quantity
52662,AS,1416,O
52663,PER,1416,UnitPriceAmount
52664,BENEFICIARY'S,1416,O
52665,PROFORMA,1416,O
52666,INVOICE,1416,O
52667,NO.,1416,O
52668,<QUANTITY>,1416,O
52669,DATED,1416,O
52670,<INCOTERMS>,1416,O
52671,CPT,1417,Incoterms
52672,LAHORE,1417,Incoterms
52673,AIRPORT,1417,Incoterms
52674,PAKISTAN,1417,Incoterms
52675,PHARMACEUTICAL,1417,GoodsDescription
52676,ALLOPATHIC,1417,GoodsDescription
52677,RAW,1417,GoodsDescription
52678,MATERIAL,1417,GoodsDescription
52679,QTY,1417,O
52680,<QUANTITY>,1417,Quantity
52681,KG,1417,Quantity
52682,THIOCOLCHICOSIDE,1417,GoodsDescription
52683,AT,1417,GoodsDescription
52684,USD,1417,O
52685,<UNITPRICEAMOUNT>,1417,O
52686,AS,1417,O
52687,PER,1417,O
52688,BENEFICIARY'S,1417,O
52689,PROFORMA,1417,O
52690,INVOICE,1417,O
52691,NO.,1417,O
52692,<INCOTERMS>,1417,O
52693,DATED,1417,O
52694,<INCOTERMS>,1417,O
52695,CFR,1418,Incoterms
52696,KARACHI,1418,Incoterms
52697,PORT,1418,Incoterms
52698,PAKISTAN,1418,Incoterms
52699,JH,1418,GoodsDescription
52700,BABY,1418,GoodsDescription
52701,LOTION,1418,GoodsDescription
52702,JHB,1418,GoodsDescription
52703,GENTAL,1418,GoodsDescription
52704,ALL,1418,GoodsDescription
52705,OVER,1418,GoodsDescription
52706,WIPES,1418,GoodsDescription
52707,AS,1418,O
52708,PER,1418,O
52709,BENEFICIARY'S,1418,O
52710,PROFORMA,1418,O
52711,INVOICE,1418,O
52712,NO.,1418,O
52713,<QUANTITY>,1418,O
52714,DATED,1418,O
52715,<INCOTERMS>,1418,O
52716,QUANTITY,1419,O
52717,<UNITPRICEAMOUNT>,1419,Quantity
52718,BARRELS,1419,Quantity
52719,OF,1419,O
52720,MOGAS,1419,GoodsDescription
52721,<QUANTITY>,1419,GoodsDescription
52722,RON,1419,GoodsDescription
52723,AT,1419,O
52724,THE,1419,O
52725,RATE,1419,O
52726,OF,1419,O
52727,USD,1419,UnitPriceAmount
52728,<UNITPRICEAMOUNT>,1419,UnitPriceAmount
52729,PER,1419,UnitPriceAmount
52730,BARREL,1419,Quantity
52731,CFR,1419,Incoterms
52732,PORT,1419,Incoterms
52733,QASIM,1419,Incoterms
52734,(FOTCO),1419,Incoterms
52735,KARACHI,1419,Incoterms
52736,PAKISTAN,1419,Incoterms
52737,AS,1419,GoodsDescription
52738,PER,1419,UnitPriceAmount
52739,BENEFICIARY'S,1419,O
52740,PROFORMA,1419,O
52741,INVOICE,1419,O
52742,NO.,1419,O
52743,<QUANTITY>,1419,O
52744,DATED,1419,O
52745,<INCOTERMS>,1419,O
52746,CPT,1420,Incoterms
52747,LAHORE,1420,Incoterms
52748,AIRPORT,1420,Incoterms
52749,PAKISTAN,1420,Incoterms
52750,PHARMACEUTICAL,1420,GoodsDescription
52751,ALLOPATHIC,1420,GoodsDescription
52752,RAW,1420,GoodsDescription
52753,MATERIAL,1420,GoodsDescription
52754,OF,1420,O
52755,PHARMACEUTICAL,1420,GoodsDescription
52756,GRADE.,1420,O
52757,QTY,1420,O
52758,<QUANTITY>,1420,Quantity
52759,KGS,1420,Quantity
52760,DORZOLAMIDE,1420,GoodsDescription
52761,HCL,1420,O
52762,USP,1420,O
52763,AT,1420,GoodsDescription
52764,USD,1420,UnitPriceAmount
52765,<QUANTITY>,1420,UnitPriceAmount
52766,PER,1420,UnitPriceAmount
52767,KG.,1420,O
52768,AS,1420,O
52769,PER,1420,UnitPriceAmount
52770,INDENT,1420,O
52771,NO.,1420,O
52772,SC/007/012020,1420,O
52773,DATED,1420,O
52774,<INCOTERMS>,1420,O
52775,OF,1420,O
52776,M/S.,1420,O
52777,SYNAPSE,1420,O
52778,CHEMICALS,1420,O
52779,(PRIVATE),1420,O
52780,LIMITED,1420,O
52781,LAHORE-53700,1420,O
52782,PAKISTAN,1420,Incoterms
52783,EXW,1421,Incoterms
52784,RANTEX,1421,Incoterms
52785,(PVT),1421,Incoterms
52786,LTD,1421,Incoterms
52787,RAFHAN,1421,Incoterms
52788,MILLS,1421,Incoterms
52789,ROAD,1421,Incoterms
52790,FSD,1421,Incoterms
52791,QTY,1421,O
52792,<QUANTITY>,1421,Quantity
52793,METERS,1421,Quantity
52794,FABRIC,1421,GoodsDescription
52795,(,1421,Incoterms
52796,IN,1421,O
52797,STANDARD,1421,O
52798,PACKING),1421,O
52799,<QUANTITY>,1421,GoodsDescription
52800,PCT,1421,GoodsDescription
52801,COTTON,1421,GoodsDescription
52802,<QUANTITY>,1421,GoodsDescription
52803,PCT,1421,GoodsDescription
52804,POLY,1421,GoodsDescription
52805,<QUANTITY>,1421,GoodsDescription
52806,PCT,1421,GoodsDescription
52807,ELASTANE,1421,GoodsDescription
52808,WIDTH,1421,O
52809,<INCOTERMS>,1421,O
52810,-51'',1421,O
52811,INCHES,1421,O
52812,COLOR,1421,O
52813,TRUE,1421,O
52814,BLUE,1421,O
52815,A-GRADE,1421,O
52816,AT,1421,O
52817,PKR,1421,UnitPriceAmount
52818,<UNITPRICEAMOUNT>,1421,UnitPriceAmount
52819,PER,1421,UnitPriceAmount
52820,METER,1421,Quantity
52821,PLUS,1421,O
52822,<QUANTITY>,1421,Quantity
52823,PCT,1421,GoodsDescription
52824,SALES,1421,O
52825,TAX,1421,O
52826,AT,1421,O
52827,PKR,1421,UnitPriceAmount
52828,<UNITPRICEAMOUNT>,1421,O
52829,AS,1421,GoodsDescription
52830,PER,1421,UnitPriceAmount
52831,BENEFICIARY'S,1421,O
52832,SALES,1421,O
52833,CONTRACT,1421,O
52834,NO.,1421,O
52835,<QUANTITY>,1421,O
52836,A,1421,GoodsDescription
52837,DATED,1421,O
52838,<INCOTERMS>,1421,O
52839,FOB,1422,Incoterms
52840,ANY,1422,Incoterms
52841,CHINESE,1422,Incoterms
52842,SEAPORT,1422,Incoterms
52843,PHARMACEUTICAL,1422,GoodsDescription
52844,RAW,1422,GoodsDescription
52845,MATERIAL,1422,GoodsDescription
52846,QTY,1422,O
52847,<UNITPRICEAMOUNT>,1422,Quantity
52848,KGS,1422,Quantity
52849,PARACETAMOL,1422,GoodsDescription
52850,AT,1422,GoodsDescription
52851,USD,1422,UnitPriceAmount
52852,<UNITPRICEAMOUNT>,1422,UnitPriceAmount
52853,PER,1422,UnitPriceAmount
52854,KG,1422,Quantity
52855,AS,1422,O
52856,PER,1422,UnitPriceAmount
52857,INDENT,1422,O
52858,NO.,1422,O
52859,<INCOTERMS>,1422,O
52860,DATED,1422,O
52861,<INCOTERMS>,1422,O
52862,OF,1422,O
52863,MS,1422,O
52864,FLYERZ,1422,O
52865,CHEMICALS,1422,O
52866,LAHORE,1422,O
52867,PAKISTAN.,1422,O
52868,CFR,1423,Incoterms
52869,LO,1423,Incoterms
52870,KEAMARI,1423,Incoterms
52871,KARACHI,1423,Incoterms
52872,/PORT,1423,Incoterms
52873,QASIM,1423,Incoterms
52874,PAKISTAN,1423,Incoterms
52875,QTY,1423,O
52876,<UNITPRICEAMOUNT>,1423,Quantity
52877,MTS(+/-,1423,O
52878,<QUANTITY>,1423,Tolerance
52879,PCT),1423,O
52880,PRIME,1423,GoodsDescription
52881,QUALITY,1423,GoodsDescription
52882,HOT,1423,GoodsDescription
52883,ROLLED,1423,GoodsDescription
52884,STEEL,1423,GoodsDescription
52885,SHEET,1423,GoodsDescription
52886,IN,1423,GoodsDescription
52887,COILS,1423,GoodsDescription
52888,SIZE,1423,O
52889,<UNITPRICEAMOUNT>,1423,O
52890,X,1423,O
52891,<QUANTITY>,1423,O
52892,X,1423,O
52893,C,1423,Tolerance
52894,(MM),1423,O
52895,AT,1423,O
52896,USD,1423,UnitPriceAmount
52897,<UNITPRICEAMOUNT>,1423,UnitPriceAmount
52898,PER,1423,UnitPriceAmount
52899,MT,1423,UnitPriceAmount
52900,COMPLETE,1423,O
52901,DETAIL,1423,O
52902,AS,1423,Incoterms
52903,PER,1423,UnitPriceAmount
52904,BENEFICIARY'S,1423,O
52905,SALES,1423,O
52906,CONTRACT,1423,O
52907,NO.,1423,O
52908,JTGJRZ-RZ19121409-X-5A,1423,O
52909,DATED,1423,O
52910,<INCOTERMS>,1423,O
52911,CFR,1424,Incoterms
52912,KARACHI,1424,Incoterms
52913,SEAPORT,1424,Incoterms
52914,PAKISTAN,1424,Incoterms
52915,QTY,1424,O
52916,<UNITPRICEAMOUNT>,1424,O
52917,KGS,1424,Quantity
52918,(+/-,1424,O
52919,<QUANTITY>,1424,Tolerance
52920,PCT),1424,O
52921,OF,1424,O
52922,POLYESTER,1424,GoodsDescription
52923,STAPLE,1424,GoodsDescription
52924,FIBER,1424,GoodsDescription
52925,CONJUGATE,1424,O
52926,AT,1424,O
52927,THE,1424,O
52928,RATE,1424,O
52929,USD,1424,UnitPriceAmount
52930,<UNITPRICEAMOUNT>,1424,UnitPriceAmount
52931,PER,1424,UnitPriceAmount
52932,KG,1424,UnitPriceAmount
52933,COMPLETE,1424,O
52934,DETAIL,1424,O
52935,AS,1424,O
52936,PER,1424,UnitPriceAmount
52937,BENEFICIARY'S,1424,O
52938,SALES,1424,O
52939,CONTRACT,1424,O
52940,NO.,1424,O
52941,SL-WINTEX20S11,1424,O
52942,DATED,1424,O
52943,<INCOTERMS>,1424,O
52944,CFR,1425,Incoterms
52945,KEAMARI,1425,Incoterms
52946,KARACHI,1425,Incoterms
52947,/,1425,Incoterms
52948,PORT,1425,Incoterms
52949,QASIM,1425,Incoterms
52950,PAKISTAN,1425,Incoterms
52951,QTY,1425,O
52952,<UNITPRICEAMOUNT>,1425,Quantity
52953,M.TONS,1425,Quantity
52954,OF,1425,O
52955,POLYPROPYLENE,1425,GoodsDescription
52956,RAFFIA,1425,O
52957,GRADE,1425,O
52958,HT031,1425,O
52959,AT,1425,O
52960,THE,1425,O
52961,RATE,1425,O
52962,USD,1425,UnitPriceAmount
52963,<UNITPRICEAMOUNT>,1425,UnitPriceAmount
52964,PER,1425,UnitPriceAmount
52965,M.TON,1425,Quantity
52966,COMPLETE,1425,O
52967,DETAIL,1425,O
52968,AS,1425,Incoterms
52969,PER,1425,UnitPriceAmount
52970,SALES,1425,O
52971,CONTRACT,1425,O
52972,NO,1425,O
52973,<INCOTERMS>,1425,O
52974,DATED,1425,O
52975,<INCOTERMS>,1425,O
52976,CFR,1426,Incoterms
52977,KEAMARI,1426,Incoterms
52978,KARACHI,1426,Incoterms
52979,PORT,1426,Incoterms
52980,/,1426,Incoterms
52981,PORT,1426,Incoterms
52982,QASIM,1426,Incoterms
52983,PAKISTAN,1426,Incoterms
52984,QTY,1426,O
52985,<QUANTITY>,1426,Quantity
52986,M.TONS,1426,Quantity
52987,PENTAERYTHRITOL,1426,GoodsDescription
52988,<QUANTITY>,1426,O
52989,PCT,1426,O
52990,AT,1426,O
52991,USD,1426,UnitPriceAmount
52992,<QUANTITY>,1426,UnitPriceAmount
52993,PER,1426,UnitPriceAmount
52994,M.TON,1426,Quantity
52995,AS,1426,Incoterms
52996,PER,1426,UnitPriceAmount
52997,BENEFICIARY'S,1426,O
52998,PROFORMA,1426,O
52999,INVOICE,1426,O
53000,NO.,1426,O
53001,<QUANTITY>,1426,O
53002,DATED,1426,O
53003,11-11-2019.,1426,O
53004,CFR,1427,Incoterms
53005,KARACHI,1427,Incoterms
53006,SEAPORT,1427,Incoterms
53007,PAKISTAN,1427,Incoterms
53008,<INCOTERMS>,1427,O
53009,QTY,1427,O
53010,<QUANTITY>,1427,Quantity
53011,KG,1427,UnitPriceAmount
53012,ORANGE,1427,GoodsDescription
53013,ME2RN,1427,O
53014,<INCOTERMS>,1427,O
53015,AT,1427,O
53016,THE,1427,O
53017,RATE,1427,O
53018,USD,1427,UnitPriceAmount
53019,<UNITPRICEAMOUNT>,1427,UnitPriceAmount
53020,PER,1427,UnitPriceAmount
53021,KG,1427,UnitPriceAmount
53022,<INCOTERMS>,1427,O
53023,QTY,1427,O
53024,<QUANTITY>,1427,Quantity
53025,KG,1427,UnitPriceAmount
53026,BLUE,1427,GoodsDescription
53027,RN,1427,O
53028,AT,1427,O
53029,THE,1427,O
53030,RATE,1427,O
53031,USD,1427,UnitPriceAmount
53032,<UNITPRICEAMOUNT>,1427,UnitPriceAmount
53033,PER,1427,UnitPriceAmount
53034,KG,1427,UnitPriceAmount
53035,<INCOTERMS>,1427,O
53036,QTY,1427,O
53037,<QUANTITY>,1427,Quantity
53038,KG,1427,UnitPriceAmount
53039,JET,1427,GoodsDescription
53040,BLACK,1427,GoodsDescription
53041,R,1427,Incoterms
53042,AT,1427,O
53043,THE,1427,O
53044,RATE,1427,O
53045,USD,1427,UnitPriceAmount
53046,<UNITPRICEAMOUNT>,1427,UnitPriceAmount
53047,PER,1427,UnitPriceAmount
53048,KG,1427,UnitPriceAmount
53049,<INCOTERMS>,1427,O
53050,QTY,1427,O
53051,<QUANTITY>,1427,Quantity
53052,KG,1427,UnitPriceAmount
53053,BLACK,1427,GoodsDescription
53054,B,1427,GoodsDescription
53055,<QUANTITY>,1427,O
53056,PCT,1427,O
53057,AT,1427,O
53058,THE,1427,O
53059,RATE,1427,O
53060,USD,1427,UnitPriceAmount
53061,<UNITPRICEAMOUNT>,1427,UnitPriceAmount
53062,PER,1427,UnitPriceAmount
53063,KG,1427,UnitPriceAmount
53064,<INCOTERMS>,1427,O
53065,QTY,1427,O
53066,<QUANTITY>,1427,Quantity
53067,KG,1427,UnitPriceAmount
53068,RED,1427,GoodsDescription
53069,ME4BP,1427,O
53070,<QUANTITY>,1427,O
53071,PCT,1427,O
53072,AT,1427,O
53073,THE,1427,O
53074,RATE,1427,O
53075,USD,1427,UnitPriceAmount
53076,<UNITPRICEAMOUNT>,1427,UnitPriceAmount
53077,PER,1427,UnitPriceAmount
53078,KG,1427,UnitPriceAmount
53079,<INCOTERMS>,1427,O
53080,QTY,1427,O
53081,<QUANTITY>,1427,Quantity
53082,KG,1427,UnitPriceAmount
53083,YELLOW,1427,GoodsDescription
53084,ME4G,1427,O
53085,<QUANTITY>,1427,O
53086,PCT,1427,O
53087,AT,1427,O
53088,THE,1427,O
53089,RATE,1427,O
53090,USD,1427,UnitPriceAmount
53091,<UNITPRICEAMOUNT>,1427,UnitPriceAmount
53092,PER,1427,UnitPriceAmount
53093,KG,1427,UnitPriceAmount
53094,<INCOTERMS>,1427,O
53095,QTY,1427,O
53096,<QUANTITY>,1427,Quantity
53097,KG,1427,UnitPriceAmount
53098,YELLOW,1427,GoodsDescription
53099,MERP,1427,O
53100,<QUANTITY>,1427,O
53101,PCT,1427,O
53102,AT,1427,O
53103,THE,1427,O
53104,RATE,1427,O
53105,USD,1427,UnitPriceAmount
53106,<UNITPRICEAMOUNT>,1427,UnitPriceAmount
53107,PER,1427,UnitPriceAmount
53108,KG,1427,UnitPriceAmount
53109,COMPLETE,1427,O
53110,DETAIL,1427,O
53111,AS,1427,O
53112,PER,1427,UnitPriceAmount
53113,BENEFICIARY,1427,O
53114,PROFORMA,1427,O
53115,INVOICE,1427,O
53116,NO.,1427,O
53117,PRM-02,1427,O
53118,DATED,1427,O
53119,<INCOTERMS>,1427,O
53120,CFR,1428,Incoterms
53121,KARACHI,1428,Incoterms
53122,SEAPORT,1428,Incoterms
53123,PAKISTAN,1428,Incoterms
53124,1.,1428,O
53125,QTY,1428,O
53126,<QUANTITY>,1428,Quantity
53127,KGS,1428,Quantity
53128,L-ISOLEUCINE,1428,GoodsDescription
53129,AT,1428,O
53130,USD,1428,UnitPriceAmount
53131,<UNITPRICEAMOUNT>,1428,UnitPriceAmount
53132,PER,1428,UnitPriceAmount
53133,KG,1428,Quantity
53134,2.,1428,UnitPriceAmount
53135,QTY,1428,O
53136,<QUANTITY>,1428,Quantity
53137,KGS,1428,Quantity
53138,L-TRYPTOPHAN,1428,GoodsDescription
53139,AT,1428,O
53140,USD,1428,UnitPriceAmount
53141,<UNITPRICEAMOUNT>,1428,UnitPriceAmount
53142,PER,1428,UnitPriceAmount
53143,KG,1428,Quantity
53144,3.,1428,O
53145,QTY,1428,O
53146,<QUANTITY>,1428,Quantity
53147,KGS,1428,Quantity
53148,L-VALINE,1428,GoodsDescription
53149,AT,1428,O
53150,USD,1428,UnitPriceAmount
53151,<UNITPRICEAMOUNT>,1428,UnitPriceAmount
53152,PER,1428,UnitPriceAmount
53153,KG,1428,Quantity
53154,AS,1428,O
53155,PER,1428,UnitPriceAmount
53156,INDENT,1428,O
53157,NO.,1428,O
53158,FNI-CRYSTAL-476-2019,1428,O
53159,DATED,1428,O
53160,<INCOTERMS>,1428,O
53161,OF,1428,O
53162,M/S,1428,O
53163,FAKHAR,1428,O
53164,NISAR,1428,O
53165,INTERNATIONAL,1428,O
53166,LAHORE,1428,O
53167,PAKISTAN,1428,Incoterms
53168,CFR,1429,Incoterms
53169,KARACHI,1429,Incoterms
53170,SEAPORT,1429,Incoterms
53171,PAKISTAN,1429,Incoterms
53172,QTY,1429,O
53173,<QUANTITY>,1429,Quantity
53174,MT,1429,UnitPriceAmount
53175,METHANOL,1429,GoodsDescription
53176,(CHEM,1429,O
53177,GRADE),1429,O
53178,AT,1429,O
53179,USD,1429,UnitPriceAmount
53180,<UNITPRICEAMOUNT>,1429,UnitPriceAmount
53181,PER,1429,UnitPriceAmount
53182,MT,1429,UnitPriceAmount
53183,AS,1429,O
53184,PER,1429,UnitPriceAmount
53185,BENEFICIARY'S,1429,O
53186,PROFORMA,1429,O
53187,INVOICE,1429,O
53188,NO.,1429,O
53189,CHEM/162639/FEBRUARY-20,1429,O
53190,DATED,1429,O
53191,<INCOTERMS>,1429,O
53192,ISSUED,1429,O
53193,BY,1429,O
53194,SABIC,1429,O
53195,PAKISTAN,1429,Incoterms
53196,PRIVATE,1429,O
53197,LIMITED,1429,O
53198,KARACHI-PAKISTAN.,1429,O
53199,CFR,1430,Incoterms
53200,KARACHI,1430,Incoterms
53201,PORT,1430,Incoterms
53202,QTY,1430,O
53203,<QUANTITY>,1430,Quantity
53204,KG,1430,UnitPriceAmount
53205,METAMINO,1430,GoodsDescription
53206,(R),1430,GoodsDescription
53207,DL-METHIONINE,1430,GoodsDescription
53208,FEED,1430,O
53209,GRADE,1430,O
53210,<QUANTITY>,1430,O
53211,PCT,1430,O
53212,AT,1430,O
53213,USD,1430,UnitPriceAmount
53214,<UNITPRICEAMOUNT>,1430,UnitPriceAmount
53215,PER,1430,UnitPriceAmount
53216,KG,1430,UnitPriceAmount
53217,PACKED,1430,O
53218,IN,1430,GoodsDescription
53219,<QUANTITY>,1430,Quantity
53220,KGS,1430,Quantity
53221,PAPER,1430,O
53222,BAG,1430,O
53223,AS,1430,O
53224,PER,1430,UnitPriceAmount
53225,PROFORMA,1430,O
53226,INVOICE,1430,O
53227,NO.,1430,O
53228,<QUANTITY>,1430,O
53229,DATED,1430,O
53230,<INCOTERMS>,1430,O
53231,FOB,1431,Incoterms
53232,QINGDAO,1431,Incoterms
53233,SEAPORT,1431,Incoterms
53234,CHINA,1431,Incoterms
53235,QTY,1431,O
53236,<QUANTITY>,1431,Quantity
53237,PCS,1431,Quantity
53238,(N.W,1431,O
53239,<QUANTITY>,1431,Quantity
53240,KG),1431,O
53241,REFRACTORY,1431,GoodsDescription
53242,BLOCKS,1431,GoodsDescription
53243,FOR,1431,O
53244,GLASS,1431,O
53245,FURNACE,1431,O
53246,F-3,1431,O
53247,FOREHEARTH,1431,O
53248,CHANNEL,1431,O
53249,AS,1431,O
53250,PER,1431,O
53251,BENEFICIARY'S,1431,O
53252,PROFORMA,1431,O
53253,INVOICE,1431,O
53254,NO.,1431,O
53255,KH200117,1431,O
53256,DATED,1431,O
53257,<INCOTERMS>,1431,O
53258,CPT,1432,Incoterms
53259,ISLAMABAD,1432,Incoterms
53260,AIRPORT,1432,Incoterms
53261,PHARMACEUTICAL,1432,GoodsDescription
53262,RAW,1432,GoodsDescription
53263,MATERIAL,1432,GoodsDescription
53264,(THERAPEUTIC,1432,O
53265,PRODUCT),1432,O
53266,QTY,1432,O
53267,<QUANTITY>,1432,Quantity
53268,KGS,1432,Quantity
53269,TRICLABENDAZOLE,1432,GoodsDescription
53270,AT,1432,GoodsDescription
53271,USD,1432,UnitPriceAmount
53272,<UNITPRICEAMOUNT>,1432,UnitPriceAmount
53273,PER,1432,UnitPriceAmount
53274,KG,1432,Quantity
53275,AS,1432,O
53276,PER,1432,UnitPriceAmount
53277,INDENT,1432,O
53278,NO.,1432,O
53279,SY-API-1049-DATED.,1432,O
53280,<DATE>,1432,O
53281,OF,1432,O
53282,M/S.,1432,O
53283,SYNERGY,1432,O
53284,API,1432,O
53285,LAHORE,1432,O
53286,PAKISTAN.,1432,O
53287,CFR,1433,Incoterms
53288,KARACHI,1433,Incoterms
53289,SEAPORT,1433,Incoterms
53290,PAKISTAN,1433,Incoterms
53291,QTY,1433,O
53292,<QUANTITY>,1433,Quantity
53293,MT,1433,UnitPriceAmount
53294,CITRIC,1433,GoodsDescription
53295,ACID,1433,GoodsDescription
53296,ANHYDROUS,1433,GoodsDescription
53297,AT,1433,O
53298,USD,1433,UnitPriceAmount
53299,<QUANTITY>,1433,UnitPriceAmount
53300,PER,1433,UnitPriceAmount
53301,MT,1433,UnitPriceAmount
53302,AS,1433,O
53303,PER,1433,UnitPriceAmount
53304,BENEFICIARY'S,1433,O
53305,PROFORMA,1433,O
53306,INVOICE,1433,O
53307,NO.,1433,O
53308,TTCA,1433,O
53309,<INCOTERMS>,1433,O
53310,DATED,1433,O
53311,<INCOTERMS>,1433,O
53312,CFR,1434,Incoterms
53313,PORT,1434,Incoterms
53314,QASIM,1434,Incoterms
53315,PAKISTAN,1434,Incoterms
53316,QTY,1434,O
53317,<QUANTITY>,1434,Quantity
53318,M/TONS,1434,Quantity
53319,RBD,1434,GoodsDescription
53320,PALM,1434,GoodsDescription
53321,OLEIN,1434,GoodsDescription
53322,IN,1434,GoodsDescription
53323,BULK,1434,GoodsDescription
53324,AT,1434,O
53325,THE,1434,O
53326,RATE,1434,O
53327,OF,1434,O
53328,USD,1434,UnitPriceAmount
53329,<QUANTITY>,1434,UnitPriceAmount
53330,PER,1434,UnitPriceAmount
53331,M/TON,1434,UnitPriceAmount
53332,AS,1434,Incoterms
53333,PER,1434,UnitPriceAmount
53334,BENEFICIARY'S,1434,O
53335,SALES,1434,O
53336,CONTRACT,1434,O
53337,NO.,1434,O
53338,GAIPL/S/0120/RBDOLN115843D,1434,O
53339,DATED,1434,O
53340,<INCOTERMS>,1434,O
53341,CFR,1435,Incoterms
53342,KARACHI,1435,Incoterms
53343,PORT,1435,Incoterms
53344,PAKISTAN,1435,Incoterms
53345,QTY,1435,O
53346,<UNITPRICEAMOUNT>,1435,Quantity
